montant_demande_fcfa,duree_mois,nb_transactions_30j,ville,age,metier,revenu_mensuel_fcfa,anciennete_mobile_money_mois,operateur_principal,nb_transactions_total,montant_total_fcfa,montant_moyen_fcfa,montant_max_fcfa,montant_std_fcfa,nb_types_distincts,nb_operateurs_distincts,jours_depuis_derniere_trans,nb_achat_credit,nb_depot,nb_paiement_facture,nb_retrait,nb_transfert,charge_mensuelle_fcfa,ratio_endettement,capacite_remboursement,ratio_montant_revenu_annuel,montant_par_mois,intensite_utilisation,ratio_moy_trans_revenu,ratio_volume_trans_pret,regularite_transactions,ratio_trans_30j_total,score_diversification,recence_normalisee,actif_30j,actif_7j,pct_achat_credit,pct_depot,pct_paiement_facture,pct_retrait,pct_transfert,ratio_retrait_depot,engagement_paiement,tranche_age,segment_anciennete,segment_revenu
167257,12,37,2,44,3,144525,29,1,37,1137677,30748.027027027027,57538,17126.079415270095,5,1,1,4,4,11,9,9,13938.083333333334,0.09644063887447385,130586.91666666667,0.09644063887447385,13938.083333333334,1.2333333333333334,0.21275230601644718,6.801928756770977,0.5569632951383156,0.9736842105263158,5,0.02040816326530612,1,1,0.10526315789473684,0.10526315789473684,0.2894736842105263,0.23684210526315788,0.23684210526315788,1.8,0.2894736842105263,3,0,3
39945,3,32,5,41,7,35426,31,2,32,219993,6874.78125,13825,3676.361189514182,5,1,9,5,5,8,9,5,13315.0,0.37585389262123864,22111.0,0.09396347315530966,13315.0,1.0,0.19406032998362785,5.507259800730987,0.5346826863513411,0.9696969696969697,5,0.1836734693877551,1,0,0.15151515151515152,0.15151515151515152,0.24242424242424243,0.2727272727272727,0.15151515151515152,1.5,0.24242424242424243,3,0,0
34570,3,61,7,41,0,60097,42,0,61,746230,12233.27868852459,23650,6416.920214378929,5,1,0,19,12,8,12,10,11523.333333333334,0.19174556688908487,48573.666666666664,0.04793639172227122,11523.333333333334,1.4186046511627908,0.20355889126786011,21.585432877267074,0.5245033546928942,0.9838709677419355,5,0.0,1,1,0.3064516129032258,0.1935483870967742,0.12903225806451613,0.1935483870967742,0.16129032258064516,0.9230769230769231,0.12903225806451613,3,1,0
217329,12,23,3,23,2,154739,8,2,23,752465,32715.869565217392,56045,12848.912512541314,5,1,6,5,7,3,4,4,18110.75,0.1170406297055041,136628.25,0.1170406297055041,18110.75,2.5555555555555554,0.2114261405671317,3.462315372935168,0.3927304990756666,0.9583333333333334,5,0.12244897959183673,1,1,0.20833333333333334,0.2916666666666667,0.125,0.16666666666666666,0.16666666666666666,0.5,0.125,2,2,3
82669,3,70,4,23,5,88681,54,2,70,1408763,20125.185714285715,34923,10252.047889155228,5,1,0,18,11,14,12,15,27556.333333333332,0.31073548260995404,61124.66666666667,0.07768387065248851,27556.333333333332,1.2727272727272727,0.22693909308967777,17.04080077416233,0.509388516765909,0.9859154929577465,5,0.0,1,1,0.2535211267605634,0.15492957746478872,0.19718309859154928,0.16901408450704225,0.2112676056338028,1.0,0.19718309859154928,2,1,1
195839,9,50,5,42,1,85379,24,2,50,899306,17986.12,31389,8235.063462427237,5,1,1,10,8,13,12,7,21759.88888888889,0.25486230676031446,63619.11111111111,0.19114673007023586,21759.88888888889,2.0,0.21066210660701107,4.592044526143791,0.45783112929847786,0.9803921568627451,5,0.02040816326530612,1,1,0.19607843137254902,0.1568627450980392,0.2549019607843137,0.23529411764705882,0.13725490196078433,1.3333333333333333,0.2549019607843137,3,0,1
29868,6,40,0,63,8,30000,45,2,40,288174,7204.35,11977,3241.980366207019,5,1,6,5,8,12,7,8,4978.0,0.16593333333333332,25022.0,0.08296666666666666,4978.0,0.8695652173913043,0.24014500000000003,9.647929291238407,0.4499407199104858,0.975609756097561,5,0.12244897959183673,1,1,0.12195121951219512,0.1951219512195122,0.2926829268292683,0.17073170731707318,0.1951219512195122,0.7777777777777778,0.2926829268292683,1,1,0
404004,6,29,3,31,2,348422,2,1,29,1762663,60781.48275862069,99670,34104.577478293235,5,1,2,4,4,5,8,8,67334.0,0.1932541573149801,281088.0,0.09662707865749005,67334.0,9.666666666666666,0.17444789008334918,4.362973230529325,0.5610922083214219,0.9666666666666667,5,0.04081632653061224,1,1,0.13333333333333333,0.13333333333333333,0.16666666666666666,0.26666666666666666,0.26666666666666666,1.6,0.16666666666666666,0,3,2
196959,12,44,6,36,5,314440,28,2,44,2517756,57221.72727272727,99670,32329.816541364857,5,1,1,9,7,5,11,12,16413.25,0.05219835262689225,298026.75,0.05219835262689225,16413.25,1.5172413793103448,0.18197979669484568,12.78308285946385,0.5649820985860885,0.9777777777777777,5,0.02040816326530612,1,1,0.2,0.15555555555555556,0.1111111111111111,0.24444444444444444,0.26666666666666666,1.375,0.1111111111111111,3,0,2
240302,6,61,5,63,2,109233,33,2,61,1332336,21841.573770491803,43666,11510.731826515948,5,1,3,8,18,14,9,12,40050.333333333336,0.3666504932880479,69182.66666666666,0.18332524664402394,40050.333333333336,1.7941176470588236,0.1999539861625315,5.544400194754123,0.5269860570216481,0.9838709677419355,5,0.061224489795918366,1,1,0.12903225806451613,0.2903225806451613,0.22580645161290322,0.14516129032258066,0.1935483870967742,0.47368421052631576,0.22580645161290322,1,0,1
154524,12,14,4,29,1,81708,16,1,14,326402,23314.42857142857,32604,7224.396197439785,4,1,0,4,2,0,5,3,12877.0,0.15759778724237528,68831.0,0.15759778724237528,12877.0,0.8235294117647058,0.285338382672793,2.112292509302702,0.30985474598107016,0.9333333333333333,4,0.0,1,1,0.26666666666666666,0.13333333333333333,0.0,0.3333333333333333,0.2,1.6666666666666667,0.0,0,2,1
39269,3,54,2,42,8,104239,33,0,54,1152846,21349.0,41414,11586.287723319629,5,1,1,10,10,8,15,11,13089.666666666666,0.12557360169098578,91149.33333333333,0.031393400422746444,13089.666666666666,1.588235294117647,0.20480818119897543,29.356913674560733,0.5426832657292566,0.9818181818181818,5,0.02040816326530612,1,1,0.18181818181818182,0.18181818181818182,0.14545454545454545,0.2727272727272727,0.2,1.3636363636363635,0.14545454545454545,3,0,1
73716,3,66,0,61,8,35132,53,1,66,475357,7202.378787878788,13939,3996.5113931841615,5,1,0,17,12,13,12,12,24572.0,0.6994193328020039,10560.0,0.17485483320050096,24572.0,1.2222222222222223,0.2050090740031535,6.448404031634494,0.5548106674480509,0.9850746268656716,5,0.0,1,1,0.2537313432835821,0.1791044776119403,0.19402985074626866,0.1791044776119403,0.1791044776119403,0.9230769230769231,0.19402985074626866,1,1,0
39080,9,47,6,63,8,96083,9,0,47,934230,19877.23404255319,35444,9340.704254271855,5,1,2,6,10,7,14,10,4342.222222222223,0.045192408877972406,91740.77777777778,0.0338943066584793,4342.222222222223,4.7,0.20687566002886246,23.90496660781454,0.46989608001778616,0.9791666666666666,5,0.04081632653061224,1,1,0.125,0.20833333333333334,0.14583333333333334,0.2916666666666667,0.20833333333333334,1.2727272727272727,0.14583333333333334,1,2,1
39223,9,16,2,38,9,79035,13,1,16,221458,13841.125,29952,10065.44818591469,5,1,2,2,4,3,1,6,4358.111111111111,0.055141533638402115,74676.88888888889,0.04135615022880158,4358.111111111111,1.1428571428571428,0.17512652622255961,5.645982051805017,0.7271606191906728,0.9411764705882353,5,0.04081632653061224,1,1,0.11764705882352941,0.23529411764705882,0.17647058823529413,0.058823529411764705,0.35294117647058826,0.2,0.17647058823529413,3,2,0
116439,3,38,1,35,1,50425,56,2,38,369523,9724.28947368421,19660,6063.444083784685,5,1,3,5,7,13,5,8,38813.0,0.7697174020823004,11612.0,0.1924293505205751,38813.0,0.6666666666666666,0.19284659342953317,3.173505668155273,0.6234718359995185,0.9743589743589743,5,0.061224489795918366,1,1,0.1282051282051282,0.1794871794871795,0.3333333333333333,0.1282051282051282,0.20512820512820512,0.625,0.3333333333333333,0,1,0
109761,9,37,6,38,9,61961,7,2,37,470442,12714.648648648648,24462,6853.69071788744,5,1,13,12,1,6,8,10,12195.666666666666,0.19682811230720398,49765.333333333336,0.147621084230403,12195.666666666666,4.625,0.20520405817608897,4.286018840764563,0.5389965472674344,0.9736842105263158,5,0.2653061224489796,1,0,0.3157894736842105,0.02631578947368421,0.15789473684210525,0.21052631578947367,0.2631578947368421,4.0,0.15789473684210525,3,2,0
132080,9,49,7,40,8,81050,11,0,49,823745,16811.122448979593,30751,7681.096489197395,5,1,5,14,6,12,8,9,14675.555555555555,0.18106792789087667,66374.44444444444,0.13580094591815753,14675.555555555555,4.083333333333333,0.20741668660061188,6.236665379577683,0.45687845258726373,0.98,5,0.10204081632653061,1,1,0.28,0.12,0.24,0.16,0.18,1.1428571428571428,0.24,3,2,1
174891,6,31,2,22,6,121687,41,2,31,848417,27368.290322580644,48513,13717.029185635274,5,1,2,3,6,7,4,11,29148.5,0.23953668017125904,92538.5,0.11976834008562952,29148.5,0.7380952380952381,0.2249072647249143,4.851090958991835,0.5011832248466536,0.96875,5,0.04081632653061224,1,1,0.09375,0.1875,0.21875,0.125,0.34375,0.5714285714285714,0.21875,2,1,3
82105,6,37,2,27,7,104178,11,1,37,874430,23633.243243243243,38314,11959.494831874532,5,1,1,6,6,10,9,6,13684.166666666666,0.13135370871649163,90493.83333333333,0.06567685435824583,13684.166666666666,3.0833333333333335,0.22685445337060842,10.650013397315664,0.506024022380899,0.9736842105263158,5,0.02040816326530612,1,1,0.15789473684210525,0.15789473684210525,0.2631578947368421,0.23684210526315788,0.15789473684210525,1.2857142857142858,0.2631578947368421,0,2,1
187560,12,46,2,56,2,78988,37,1,46,806241,17526.978260869564,29502,7638.125388075359,5,1,6,13,12,8,6,7,15630.0,0.1978781587076518,63358.0,0.1978781587076518,15630.0,1.2105263157894737,0.22189418976135064,4.298553537249215,0.4357676210226217,0.9787234042553191,5,0.12244897959183673,1,1,0.2765957446808511,0.2553191489361702,0.1702127659574468,0.1276595744680851,0.14893617021276595,0.46153846153846156,0.1702127659574468,1,1,0
73958,6,22,6,54,2,90949,29,1,22,373983,16999.227272727272,35982,8944.553969192215,5,1,9,3,4,7,3,5,12326.333333333334,0.1355301689225097,78622.66666666667,0.06776508446125484,12326.333333333334,0.7333333333333333,0.1869094467528755,5.056625968441975,0.5261431994819019,0.9565217391304348,5,0.1836734693877551,1,0,0.13043478260869565,0.17391304347826086,0.30434782608695654,0.13043478260869565,0.21739130434782608,0.6,0.30434782608695654,1,0,1
182069,6,49,5,25,4,80841,18,1,49,843200,17208.163265306124,31917,8156.126300075858,5,1,2,12,7,7,16,7,30344.833333333332,0.3753643984281903,50496.16666666667,0.18768219921409515,30344.833333333332,2.5789473684210527,0.2128643048119905,4.631185807656396,0.4739408984816075,0.98,5,0.04081632653061224,1,1,0.24,0.14,0.14,0.32,0.14,2.0,0.14,2,2,1
114150,6,37,6,34,9,50508,59,1,37,356605,9637.972972972972,18825,5338.088726243621,5,1,12,6,9,9,5,8,19025.0,0.3766730022966659,31483.0,0.18833650114833295,19025.0,0.6166666666666667,0.19082072093476224,3.1239761368713372,0.5538026448680021,0.9736842105263158,5,0.24489795918367346,1,0,0.15789473684210525,0.23684210526315788,0.23684210526315788,0.13157894736842105,0.21052631578947367,0.5,0.23684210526315788,0,1,0
200929,12,41,6,46,2,97701,55,1,41,874186,21321.60975609756,39018,11647.382282895262,5,1,0,10,9,9,7,6,16744.083333333332,0.17138087975899255,80956.91666666667,0.17138087975899258,16744.083333333332,0.7321428571428571,0.21823328068389844,4.3506992484945,0.5462456245331083,0.9761904761904762,5,0.0,1,1,0.23809523809523808,0.21428571428571427,0.21428571428571427,0.16666666666666666,0.14285714285714285,0.7,0.21428571428571427,1,1,1
72272,6,74,3,28,2,37118,58,2,74,561084,7582.216216216216,14552,4099.659986804352,5,1,3,15,10,15,14,20,12045.333333333334,0.3245146110602224,25072.666666666664,0.16225730553011117,12045.333333333334,1.2542372881355932,0.20427329641188147,7.763397119256154,0.5406228531421134,0.9866666666666667,5,0.061224489795918366,1,1,0.2,0.13333333333333333,0.2,0.18666666666666668,0.26666666666666666,1.2727272727272727,0.2,0,1,0
206483,12,40,0,33,8,99733,13,0,40,806042,20151.05,38799,11116.22180084767,5,1,1,8,9,10,6,7,17206.916666666668,0.17252982128950967,82526.08333333333,0.17252982128950967,17206.916666666668,2.857142857142857,0.20204997342905556,3.903653551849054,0.5516174186173451,0.975609756097561,5,0.02040816326530612,1,1,0.1951219512195122,0.21951219512195122,0.24390243902439024,0.14634146341463414,0.17073170731707318,0.6,0.24390243902439024,0,2,1
72761,12,26,0,53,7,84038,23,0,26,437545,16828.653846153848,31519,9375.83004087556,5,1,14,9,2,4,5,6,6063.416666666667,0.07215089205676797,77974.58333333333,0.07215089205676797,6063.416666666667,1.0833333333333333,0.20025052769168528,6.013372364695858,0.5571017756267316,0.9629629629629629,5,0.2857142857142857,1,0,0.3333333333333333,0.07407407407407407,0.14814814814814814,0.18518518518518517,0.2222222222222222,1.6666666666666667,0.14814814814814814,1,0,1
182581,12,50,5,40,0,77607,60,2,50,829097,16581.94,29866,8928.030983437753,5,1,2,9,12,10,11,8,15215.083333333334,0.19605297632086455,62391.916666666664,0.19605297632086452,15215.083333333334,0.819672131147541,0.21366551986289894,4.540956939895499,0.5383864974146776,0.9803921568627451,5,0.04081632653061224,1,1,0.17647058823529413,0.23529411764705882,0.19607843137254902,0.21568627450980393,0.1568627450980392,0.8461538461538461,0.19607843137254902,3,1,0
220924,12,19,0,28,7,105796,11,1,19,413783,21778.052631578947,39467,13469.385119487675,5,1,14,4,3,6,4,2,18410.333333333332,0.17401729113892145,87385.66666666667,0.17401729113892145,18410.333333333332,1.5833333333333333,0.2058494898822162,1.87295688582098,0.6184559699331222,0.95,5,0.2857142857142857,1,0,0.2,0.15,0.3,0.2,0.1,1.0,0.3,0,2,1
85470,12,51,2,19,1,184369,60,0,51,1886374,36987.72549019608,71731,19577.425677630275,5,1,2,10,8,17,8,8,7122.5,0.03863176564389892,177246.5,0.03863176564389892,7122.5,0.8360655737704918,0.2006179210723933,22.070339647365774,0.5292808935203595,0.9807692307692307,5,0.04081632653061224,1,1,0.19230769230769232,0.15384615384615385,0.3269230769230769,0.15384615384615385,0.15384615384615385,0.8888888888888888,0.3269230769230769,2,1,2
97624,3,39,4,57,4,72623,37,2,39,650609,16682.28205128205,27333,7752.402625701607,5,1,4,8,7,7,9,8,32541.333333333332,0.44808577631512514,40081.66666666667,0.11202144407878128,32541.333333333332,1.0263157894736843,0.22971072595847117,6.664368758002561,0.4646809064230777,0.975,5,0.08163265306122448,1,1,0.2,0.175,0.175,0.225,0.2,1.125,0.175,1,1,0
175964,12,36,3,48,5,238260,42,1,36,1746267,48507.41666666666,94299,28548.604611759423,5,1,4,4,7,7,9,9,14663.666666666666,0.06154481099079437,223596.33333333334,0.06154481099079437,14663.666666666666,0.8372093023255814,0.20359026553624887,9.92394510271929,0.5885288899024622,0.972972972972973,5,0.08163265306122448,1,1,0.10810810810810811,0.1891891891891892,0.1891891891891892,0.24324324324324326,0.24324324324324326,1.125,0.1891891891891892,1,1,2
193330,9,62,2,28,8,82711,45,2,62,1202783,19399.725806451614,32662,9246.967040504444,5,1,0,15,13,17,4,13,21481.11111111111,0.25971286903931895,61229.88888888889,0.19478465177948923,21481.11111111111,1.3478260869565217,0.2345483165050793,6.221366464767678,0.47662995357778887,0.9841269841269841,5,0.0,1,1,0.23809523809523808,0.20634920634920634,0.2698412698412698,0.06349206349206349,0.20634920634920634,0.2857142857142857,0.2698412698412698,0,1,1
197801,3,35,0,38,3,96725,39,1,35,750502,21442.914285714287,37551,11934.9429860671,5,1,1,5,7,7,8,8,65933.66666666667,0.6816610665977428,30791.33333333333,0.17041526664943568,65933.66666666667,0.875,0.2216894731012074,3.794208349763905,0.5565655051148025,0.9722222222222222,5,0.02040816326530612,1,1,0.1388888888888889,0.19444444444444445,0.19444444444444445,0.2222222222222222,0.2222222222222222,1.0,0.19444444444444445,3,1,1
182352,12,40,0,41,0,212638,26,1,40,1841943,46048.575,82846,22076.30867031559,5,1,1,11,7,11,7,4,15196.0,0.07146417855698417,197442.0,0.07146417855698417,15196.0,1.4814814814814814,0.216558540806441,10.100974483556618,0.47940309265211656,0.975609756097561,5,0.02040816326530612,1,1,0.2682926829268293,0.17073170731707318,0.2682926829268293,0.17073170731707318,0.0975609756097561,0.875,0.2682926829268293,3,0,2
102877,6,40,3,46,5,57838,8,0,40,505827,12645.675,22849,6192.794515992574,5,1,8,11,6,5,9,9,17146.166666666668,0.29645158315755504,40691.83333333333,0.1482257915787775,17146.166666666668,4.444444444444445,0.21863956222552647,4.916765489220241,0.4896776833430585,0.975609756097561,5,0.16326530612244897,1,0,0.2682926829268293,0.14634146341463414,0.12195121951219512,0.21951219512195122,0.21951219512195122,1.2857142857142858,0.12195121951219512,1,2,0
72437,3,54,4,33,2,55011,25,2,54,607573,11251.351851851852,21699,6102.066189375924,5,1,2,9,11,11,11,12,24145.666666666668,0.4389243363448523,30865.333333333332,0.10973108408621306,24145.666666666668,2.076923076923077,0.20452912784446478,8.387489991440956,0.5422925153528396,0.9818181818181818,5,0.04081632653061224,1,1,0.16363636363636364,0.2,0.2,0.2,0.21818181818181817,0.9166666666666666,0.2,0,0,0
59922,12,29,7,49,9,67523,33,2,29,419479,14464.793103448275,26301,8411.180214364816,5,1,13,3,7,6,7,6,4993.5,0.07395257912118834,62529.5,0.07395257912118834,4993.5,0.8529411764705882,0.21422023759975528,7.000300385494718,0.5814530979542218,0.9666666666666667,5,0.2653061224489796,1,0,0.1,0.23333333333333334,0.2,0.23333333333333334,0.2,0.875,0.2,1,0,0
80027,12,22,1,21,4,116800,14,2,22,559131,25415.045454545456,44826,12856.909046731673,5,1,10,8,2,4,5,3,6668.916666666667,0.0570968892694064,110131.08333333333,0.05709688926940639,6668.916666666667,1.4666666666666666,0.2175945672478207,6.986692157744789,0.5058579655802559,0.9565217391304348,5,0.20408163265306123,1,0,0.34782608695652173,0.08695652173913043,0.17391304347826086,0.21739130434782608,0.13043478260869565,1.6666666666666667,0.17391304347826086,2,2,1
102608,3,38,7,36,0,94403,42,0,38,648023,17053.236842105263,37715,10148.11469492283,5,1,6,7,6,9,11,5,34202.666666666664,0.36230487025482944,60200.333333333336,0.09057621756370737,34202.666666666664,0.8837209302325582,0.18064295458942262,6.315459657534914,0.5950494759090078,0.9743589743589743,5,0.12244897959183673,1,1,0.1794871794871795,0.15384615384615385,0.23076923076923078,0.28205128205128205,0.1282051282051282,1.5714285714285714,0.23076923076923078,3,1,1
84701,3,59,5,41,0,78416,37,2,59,977025,16559.745762711864,31106,8589.367520357144,5,1,0,10,22,7,10,10,28233.666666666668,0.3600498197646739,50182.33333333333,0.09001245494116847,28233.666666666668,1.5526315789473684,0.21117814939185706,11.534851597364879,0.5186582563024996,0.9833333333333333,5,0.0,1,1,0.16666666666666666,0.36666666666666664,0.11666666666666667,0.16666666666666666,0.16666666666666666,0.43478260869565216,0.11666666666666667,3,1,0
33164,6,34,3,57,7,40721,49,0,34,281039,8265.85294117647,16238,4303.03931440961,5,1,7,7,8,7,6,6,5527.333333333333,0.13573667968206413,35193.666666666664,0.06786833984103206,5527.333333333333,0.68,0.202987474305063,8.47396351575456,0.5205172204015567,0.9714285714285714,5,0.14285714285714285,1,1,0.2,0.22857142857142856,0.2,0.17142857142857143,0.17142857142857143,0.6666666666666666,0.2,1,1,0
101723,6,39,5,56,0,108427,10,2,39,986835,25303.46153846154,42483,9257.526431152211,5,1,7,5,5,8,14,7,16953.833333333332,0.1563617303193239,91473.16666666667,0.07818086515966195,16953.833333333332,3.5454545454545454,0.23336864008467945,9.70110298454642,0.3658456204286831,0.975,5,0.14285714285714285,1,1,0.125,0.125,0.2,0.35,0.175,2.3333333333333335,0.2,1,2,1
55740,6,48,3,55,3,72569,40,1,48,689301,14360.4375,27865,8532.351550114074,5,1,2,9,12,7,8,12,9290.0,0.12801609502680208,63279.0,0.06400804751340104,9290.0,1.170731707317073,0.1978866664829335,12.366139825263271,0.5941154254310597,0.9795918367346939,5,0.04081632653061224,1,1,0.1836734693877551,0.24489795918367346,0.14285714285714285,0.16326530612244897,0.24489795918367346,0.6153846153846154,0.14285714285714285,1,1,0
441472,6,66,3,48,4,203325,46,2,66,2893343,43838.530303030304,79250,21082.396524274936,5,1,4,18,11,13,13,11,73578.66666666667,0.3618771261117259,129746.33333333333,0.18093856305586295,73578.66666666667,1.4042553191489362,0.21560816575940148,6.553839079626614,0.48089923360373377,0.9850746268656716,5,0.08163265306122448,1,1,0.26865671641791045,0.16417910447761194,0.19402985074626866,0.19402985074626866,0.16417910447761194,1.0833333333333333,0.19402985074626866,1,1,2
60244,6,51,3,64,4,81219,27,1,51,855559,16775.666666666668,32459,9156.086883962313,5,1,10,16,9,5,13,8,10040.666666666666,0.12362460343844009,71178.33333333333,0.06181230171922005,10040.666666666666,1.8214285714285714,0.20654854980566947,14.201327911029962,0.5457631760756395,0.9807692307692307,5,0.20408163265306123,1,0,0.3076923076923077,0.17307692307692307,0.09615384615384616,0.25,0.15384615384615385,1.3,0.09615384615384616,1,0,1
51906,6,59,5,64,4,44610,51,1,59,571104,9679.728813559324,17840,4864.019980783982,5,1,1,11,11,16,8,13,8651.0,0.19392512889486663,35959.0,0.09696256444743331,8651.0,1.1346153846153846,0.21698562684508685,11.002446683491629,0.5024435736668076,0.9833333333333333,5,0.02040816326530612,1,1,0.18333333333333332,0.18333333333333332,0.26666666666666666,0.13333333333333333,0.21666666666666667,0.6666666666666666,0.26666666666666666,1,1,0
186102,6,29,2,46,3,126680,13,2,29,831991,28689.344827586207,46998,12687.482265366529,5,1,3,8,2,5,6,8,31017.0,0.24484527944426904,95663.0,0.12242263972213452,31017.0,2.0714285714285716,0.22647098853478217,4.47059424082363,0.4422213236408131,0.9666666666666667,5,0.061224489795918366,1,1,0.26666666666666666,0.06666666666666667,0.16666666666666666,0.2,0.26666666666666666,2.0,0.16666666666666666,1,2,3
25000,9,19,7,65,4,30969,27,1,19,129997,6841.9473684210525,12134,3672.232646250389,5,1,7,6,2,3,4,4,2777.777777777778,0.08969543019722231,28191.222222222223,0.06727157264791674,2777.777777777778,0.6785714285714286,0.2209289085350206,5.199672013119475,0.5366448766210111,0.95,5,0.14285714285714285,1,1,0.3,0.1,0.15,0.2,0.2,1.3333333333333333,0.15,1,0,0
57118,6,52,7,51,6,61699,21,2,52,642306,12352.03846153846,24392,7194.0489075878695,5,1,1,10,13,8,8,13,9519.666666666666,0.1542920738855843,52179.333333333336,0.07714603694279215,9519.666666666666,2.3636363636363638,0.2001983575347811,11.245049808294963,0.5823708013203996,0.9811320754716981,5,0.02040816326530612,1,1,0.18867924528301888,0.24528301886792453,0.1509433962264151,0.1509433962264151,0.24528301886792453,0.5714285714285714,0.1509433962264151,1,0,0
331963,12,40,1,52,3,235617,35,1,40,2061297,51532.425,93131,24698.358242840084,5,1,1,12,4,9,8,7,27663.583333333332,0.1174091145092813,207953.41666666666,0.1174091145092813,27663.583333333332,1.1111111111111112,0.21871267777791925,6.209399211962743,0.47926871235203333,0.975609756097561,5,0.02040816326530612,1,1,0.2926829268292683,0.0975609756097561,0.21951219512195122,0.1951219512195122,0.17073170731707318,1.6,0.21951219512195122,1,0,2
82150,12,54,5,37,9,189645,20,1,54,2116339,39191.46296296296,71871,21493.88695430081,5,1,11,12,14,7,9,12,6845.833333333333,0.03609814829462065,182799.16666666666,0.03609814829462065,6845.833333333333,2.5714285714285716,0.2066569799518203,25.761573200569682,0.548418887953345,0.9818181818181818,5,0.22448979591836735,1,0,0.21818181818181817,0.2545454545454545,0.12727272727272726,0.16363636363636364,0.21818181818181817,0.6,0.12727272727272726,3,0,2
40736,9,19,7,40,0,35549,21,1,19,149120,7848.421052631579,13206,3604.247283349488,4,1,6,3,7,5,4,0,4526.222222222223,0.12732347526575213,31022.777777777777,0.0954926064493141,4526.222222222223,0.8636363636363636,0.22077754796566934,3.6605542872572845,0.45917364595203314,0.95,4,0.12244897959183673,1,1,0.15,0.35,0.25,0.2,0.0,0.5,0.25,3,0,0
147301,12,37,4,43,3,75693,44,0,37,560980,15161.621621621622,29899,8097.430001588813,5,1,7,6,6,7,9,9,12275.083333333334,0.1621693331395682,63417.916666666664,0.16216933313956816,12275.083333333334,0.8222222222222222,0.20030414465831214,3.8083664851801062,0.534038915146575,0.9736842105263158,5,0.14285714285714285,1,1,0.15789473684210525,0.15789473684210525,0.18421052631578946,0.23684210526315788,0.23684210526315788,1.2857142857142858,0.18421052631578946,3,1,0
60246,6,31,6,40,8,72927,46,1,31,399642,12891.67741935484,28457,7202.756205727068,5,1,1,5,7,8,4,7,10041.0,0.13768563083631577,62886.0,0.06884281541815788,10041.0,0.6595744680851063,0.176775095908989,6.633392534068086,0.5586703189295726,0.96875,5,0.02040816326530612,1,1,0.15625,0.21875,0.25,0.125,0.21875,0.5,0.25,3,1,0
50369,3,34,7,48,5,30000,57,2,34,216076,6355.176470588235,11919,3716.214573432652,5,1,2,6,6,6,10,6,16789.666666666668,0.5596555555555556,13210.333333333332,0.1399138888888889,16789.666666666668,0.5862068965517241,0.2118392156862745,4.289775660115148,0.5846619568585913,0.9714285714285714,5,0.04081632653061224,1,1,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.2857142857142857,0.17142857142857143,1.4285714285714286,0.17142857142857143,1,1,0
25000,12,54,6,59,7,58698,59,0,54,720696,13346.222222222224,23038,6751.907145438904,5,1,4,8,16,12,8,10,2083.3333333333335,0.03549240746419526,56614.666666666664,0.03549240746419526,2083.3333333333335,0.9,0.22737098746502818,28.826686932522698,0.5058660920620198,0.9818181818181818,5,0.08163265306122448,1,1,0.14545454545454545,0.2909090909090909,0.21818181818181817,0.14545454545454545,0.18181818181818182,0.47058823529411764,0.21818181818181817,1,1,0
72741,9,65,3,20,4,30000,56,2,65,427522,6577.261538461538,11944,3260.171057038855,5,1,14,15,12,12,12,14,8082.333333333333,0.2694111111111111,21917.666666666668,0.20205833333333334,8082.333333333333,1.1403508771929824,0.21924205128205126,5.877237359434714,0.49559766482031864,0.9848484848484849,5,0.2857142857142857,1,0,0.22727272727272727,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.21212121212121213,0.9230769230769231,0.18181818181818182,2,1,0
237683,12,53,3,47,0,106762,22,1,53,1191768,22486.18867924528,42657,11061.033579568002,5,1,0,14,11,11,9,8,19806.916666666668,0.18552403164671577,86955.08333333333,0.18552403164671574,19806.916666666668,2.3043478260869565,0.21061977744183585,5.014085929216943,0.4918815658702978,0.9814814814814815,5,0.0,1,1,0.25925925925925924,0.2037037037037037,0.2037037037037037,0.16666666666666666,0.14814814814814814,0.75,0.2037037037037037,1,0,1
81156,3,26,3,63,2,51628,42,0,26,316011,12154.26923076923,20142,5018.442543719653,5,1,6,7,4,3,6,6,27052.0,0.5239792360734485,24576.0,0.13099480901836213,27052.0,0.6046511627906976,0.23542010596515903,3.893823083652673,0.41286148816977436,0.9629629629629629,5,0.12244897959183673,1,1,0.25925925925925924,0.14814814814814814,0.1111111111111111,0.2222222222222222,0.2222222222222222,1.2,0.1111111111111111,1,1,0
127897,3,35,6,29,2,100430,43,2,35,719156,20547.314285714285,38247,11512.016534579723,5,1,1,13,7,6,5,4,42632.333333333336,0.4244979919678715,57797.666666666664,0.10612449799196787,42632.333333333336,0.7954545454545454,0.2045933912746618,5.622886988068617,0.5602414083467262,0.9722222222222222,5,0.02040816326530612,1,1,0.3611111111111111,0.19444444444444445,0.16666666666666666,0.1388888888888889,0.1111111111111111,0.625,0.16666666666666666,0,1,1
