transaction_id,client_id,type,montant_fcfa,operateur,date
1889,45,paiement_facture,2158,moov,2026-01-01
1890,45,achat_credit,13212,moov,2026-03-03
1891,45,achat_credit,17039,moov,2026-04-15
1892,45,retrait,19367,moov,2026-03-31
1893,45,achat_credit,14659,moov,2025-12-02
1894,45,transfert,23621,moov,2026-05-15
1895,45,transfert,22650,moov,2026-05-03
1896,45,transfert,4494,moov,2026-02-24
1897,45,paiement_facture,11810,moov,2026-02-18
1898,45,depot,24078,moov,2026-01-28
1899,45,retrait,22434,moov,2026-04-14
1900,45,achat_credit,13386,moov,2025-12-15
1901,45,depot,34718,moov,2026-02-06
1902,45,achat_credit,20168,moov,2026-03-12
1903,45,transfert,14169,moov,2026-03-24
1904,45,depot,14274,moov,2026-04-20
1905,45,retrait,14847,moov,2026-04-29
1906,45,retrait,20642,moov,2026-04-25
1907,45,achat_credit,27137,moov,2026-04-13
1908,45,retrait,15270,moov,2026-01-03
1909,45,paiement_facture,31560,moov,2026-02-05
1910,45,depot,27257,moov,2026-03-03
1911,45,paiement_facture,31040,moov,2025-12-04
1912,45,achat_credit,19479,moov,2026-01-15
1913,45,achat_credit,30189,moov,2026-03-27
1914,45,achat_credit,11222,moov,2026-01-25
1915,45,retrait,32337,moov,2026-04-13
1916,45,transfert,11293,moov,2026-02-10
1917,45,retrait,27006,moov,2026-02-27
1918,45,achat_credit,31786,moov,2025-11-30
1919,45,achat_credit,23369,moov,2025-12-26
1920,45,depot,7997,moov,2026-02-07
1921,45,transfert,9166,moov,2025-12-16
1922,45,depot,18411,moov,2025-12-16
1923,45,achat_credit,20637,moov,2025-12-21
1924,45,retrait,12505,moov,2026-05-18
1925,45,achat_credit,20594,moov,2026-04-11
1926,45,paiement_facture,4755,moov,2025-11-29
1927,45,achat_credit,26345,moov,2026-05-18
1928,45,retrait,18675,moov,2026-01-02
1929,46,retrait,7822,gimac,2026-01-26
1930,46,retrait,9735,gimac,2026-04-09
1931,46,depot,3437,gimac,2026-03-02
1932,46,achat_credit,4816,gimac,2026-05-16
1933,46,transfert,5522,gimac,2026-01-26
1934,46,retrait,19335,gimac,2026-01-30
1935,46,depot,10255,gimac,2026-01-25
1936,46,retrait,16519,gimac,2025-12-20
1937,46,depot,9550,gimac,2026-03-22
1938,46,achat_credit,14863,gimac,2026-05-22
1939,46,achat_credit,19443,gimac,2026-01-10
1940,46,paiement_facture,15502,gimac,2026-05-05
1941,46,transfert,3220,gimac,2026-01-06
1942,46,depot,19326,gimac,2025-12-09
1943,46,depot,9895,gimac,2026-01-31
1944,46,depot,16033,gimac,2026-03-10
1945,46,transfert,8385,gimac,2026-02-19
1946,46,achat_credit,13027,gimac,2025-12-13
1947,46,paiement_facture,2898,gimac,2026-04-22
1948,47,paiement_facture,47059,gimac,2026-04-25
1949,47,retrait,43082,gimac,2026-02-07
1950,47,retrait,51528,gimac,2026-03-22
1951,47,depot,9097,gimac,2026-03-17
1952,47,achat_credit,57824,gimac,2026-01-26
1953,47,paiement_facture,49184,gimac,2026-03-22
1954,47,paiement_facture,45066,gimac,2026-03-09
1955,47,transfert,45696,gimac,2026-01-28
1956,47,retrait,39309,gimac,2026-03-14
1957,47,depot,34896,gimac,2026-04-16
1958,47,transfert,56668,gimac,2026-03-28
1959,47,paiement_facture,46561,gimac,2026-02-20
1960,47,paiement_facture,37682,gimac,2026-04-13
1961,47,paiement_facture,46517,gimac,2026-01-22
1962,47,retrait,48379,gimac,2026-04-14
1963,47,achat_credit,40100,gimac,2026-04-16
1964,47,depot,41881,gimac,2026-03-19
1965,47,retrait,38629,gimac,2026-03-30
1966,47,paiement_facture,3930,gimac,2025-12-25
1967,47,transfert,48484,gimac,2026-01-13
1968,47,retrait,32174,gimac,2026-02-09
1969,47,transfert,42312,gimac,2026-02-24
1970,47,paiement_facture,22291,gimac,2026-01-15
1971,47,achat_credit,55771,gimac,2026-02-16
1972,47,transfert,13471,gimac,2025-12-09
1973,47,achat_credit,13852,gimac,2026-01-20
1974,47,depot,43824,gimac,2026-05-20
1975,47,retrait,16855,gimac,2026-02-25
1976,47,transfert,12315,gimac,2026-03-27
1977,47,paiement_facture,42685,gimac,2026-04-23
1978,47,depot,31101,gimac,2026-01-16
1979,47,retrait,57759,gimac,2026-01-09
1980,47,achat_credit,43550,gimac,2026-02-19
1981,47,paiement_facture,9202,gimac,2025-12-14
1982,47,transfert,7279,gimac,2026-01-14
1983,47,transfert,54629,gimac,2026-01-07
1984,47,depot,62152,gimac,2026-05-03
1985,47,retrait,37625,gimac,2026-01-29
1986,47,retrait,18754,gimac,2026-03-22
1987,47,retrait,60080,gimac,2025-11-28
1988,47,achat_credit,45093,gimac,2026-03-26
1989,47,transfert,5641,gimac,2026-04-08
1990,47,depot,36730,gimac,2026-03-16
1991,47,depot,47748,gimac,2026-04-05
1992,47,depot,34943,gimac,2026-04-20
1993,47,transfert,17023,gimac,2026-03-31
1994,48,transfert,9094,airtel,2026-01-21
1995,48,depot,6535,airtel,2026-05-10
1996,48,achat_credit,9340,airtel,2026-04-03
1997,48,depot,9301,airtel,2026-05-02
1998,48,transfert,11295,airtel,2026-01-05
1999,48,depot,6203,airtel,2026-01-19
2000,48,depot,8486,airtel,2025-12-26
2001,48,retrait,14603,airtel,2026-01-30
2002,48,transfert,15102,airtel,2025-12-24
2003,48,paiement_facture,18383,airtel,2026-01-27
2004,48,achat_credit,11505,airtel,2026-02-08
2005,48,transfert,4031,airtel,2025-12-13
2006,48,paiement_facture,9972,airtel,2026-01-20
2007,48,retrait,16184,airtel,2026-03-17
2008,48,transfert,5769,airtel,2026-02-25
2009,48,achat_credit,6358,airtel,2026-01-15
2010,48,retrait,18118,airtel,2026-04-25
2011,48,transfert,1040,airtel,2026-01-19
2012,48,retrait,9648,airtel,2026-01-23
2013,48,paiement_facture,14304,airtel,2026-05-07
2014,48,achat_credit,17205,airtel,2026-04-29
2015,48,transfert,12148,airtel,2026-02-25
2016,48,depot,4332,airtel,2026-04-07
2017,48,transfert,4677,airtel,2026-03-25
2018,48,transfert,6556,airtel,2026-03-06
2019,48,paiement_facture,2736,airtel,2026-01-23
2020,48,retrait,4625,airtel,2025-12-18
2021,48,achat_credit,3677,airtel,2026-03-02
2022,48,transfert,15922,airtel,2026-04-10
2023,48,transfert,3690,airtel,2025-12-05
2024,48,achat_credit,12423,airtel,2026-01-22
2025,48,paiement_facture,4950,airtel,2026-03-16
2026,48,paiement_facture,17364,airtel,2026-01-23
2027,48,paiement_facture,3476,airtel,2026-02-18
2028,48,paiement_facture,15515,airtel,2026-02-22
2029,48,transfert,6345,airtel,2026-01-28
2030,48,depot,14344,airtel,2026-02-12
2031,48,achat_credit,1899,airtel,2026-02-09
2032,48,retrait,12287,airtel,2026-02-22
2033,48,depot,14421,airtel,2026-01-27
2034,48,paiement_facture,4483,airtel,2025-11-24
2035,48,depot,15573,airtel,2026-03-09
2036,48,achat_credit,8447,airtel,2026-03-02
2037,48,retrait,10744,airtel,2026-03-01
2038,48,achat_credit,11791,airtel,2026-03-29
2039,48,retrait,2805,airtel,2026-03-14
2040,48,achat_credit,6652,airtel,2026-04-12
2041,48,depot,9192,airtel,2025-12-23
2042,48,achat_credit,7788,airtel,2025-12-06
2043,48,transfert,5854,airtel,2026-03-21
2044,48,depot,7523,airtel,2025-12-24
2045,48,paiement_facture,12179,airtel,2026-05-09
2046,48,paiement_facture,7425,airtel,2026-01-06
2047,48,depot,9227,airtel,2026-04-25
2048,48,achat_credit,18118,airtel,2026-03-01
2049,48,transfert,16301,airtel,2026-04-15
2050,48,transfert,11026,airtel,2026-03-08
2051,48,paiement_facture,8636,airtel,2026-05-01
2052,48,paiement_facture,10542,airtel,2025-12-28
2053,48,paiement_facture,10268,airtel,2026-01-01
2054,49,depot,52028,moov,2026-04-18
2055,49,paiement_facture,48199,moov,2025-11-25
2056,49,achat_credit,60418,moov,2026-02-20
2057,49,achat_credit,14936,moov,2026-03-30
2058,49,paiement_facture,32390,moov,2026-03-26
2059,49,paiement_facture,46070,moov,2026-04-03
2060,49,depot,41399,moov,2026-03-19
2061,49,achat_credit,10839,moov,2026-04-18
2062,49,achat_credit,28321,moov,2026-02-03
2063,49,depot,55786,moov,2026-05-11
2064,49,transfert,26880,moov,2026-01-12
2065,49,transfert,66131,moov,2026-02-01
2066,49,achat_credit,53166,moov,2026-03-01
2067,49,depot,39582,moov,2026-03-12
2068,50,transfert,9643,airtel,2025-12-30
2069,50,transfert,38925,airtel,2026-04-25
2070,50,achat_credit,41734,airtel,2026-05-01
2071,50,retrait,46812,airtel,2025-12-18
2072,50,achat_credit,54602,airtel,2026-05-05
2073,50,retrait,34526,airtel,2026-03-14
2074,50,retrait,25515,airtel,2025-12-08
2075,50,achat_credit,41820,airtel,2025-12-09
2076,50,achat_credit,55534,airtel,2026-01-08
2077,50,paiement_facture,30246,airtel,2026-05-18
2078,50,achat_credit,45048,airtel,2026-05-22
2079,50,paiement_facture,4074,airtel,2026-05-19
2080,50,retrait,13529,airtel,2026-02-03
2081,50,paiement_facture,48435,airtel,2025-12-25
2082,51,retrait,38148,moov,2026-01-26
2083,51,transfert,52826,moov,2025-12-27
2084,51,retrait,13043,moov,2026-04-14
2085,51,depot,19505,moov,2026-04-01
2086,51,depot,31656,moov,2026-05-17
2087,51,depot,32015,moov,2026-04-21
2088,51,retrait,49866,moov,2026-03-01
2089,51,paiement_facture,14121,moov,2025-12-06
2090,51,paiement_facture,25760,moov,2026-04-12
2091,51,retrait,53418,moov,2026-03-25
2092,51,achat_credit,4317,moov,2026-02-22
2093,51,achat_credit,47900,moov,2026-04-22
2094,51,retrait,26823,moov,2026-05-17
2095,51,achat_credit,5501,moov,2026-02-15
2096,51,achat_credit,13572,moov,2026-02-10
2097,51,depot,46838,moov,2025-12-23
2098,51,transfert,30212,moov,2026-04-09
2099,51,retrait,9416,moov,2026-01-11
2100,51,transfert,53655,moov,2026-04-23
2101,51,paiement_facture,43337,moov,2026-02-21
2102,51,depot,13158,moov,2026-02-06
2103,51,paiement_facture,22281,moov,2026-01-14
2104,51,achat_credit,8892,moov,2026-01-13
2105,51,achat_credit,3234,moov,2026-05-19
2106,51,depot,54782,moov,2026-02-10
2107,51,paiement_facture,22309,moov,2026-02-22
2108,51,paiement_facture,26293,moov,2026-05-07
2109,51,depot,56842,moov,2026-03-26
2110,51,achat_credit,37606,moov,2025-12-08
2111,51,paiement_facture,3699,moov,2026-01-23
2112,51,depot,51313,moov,2025-12-09
2113,51,retrait,48616,moov,2026-04-17
2114,51,transfert,3343,moov,2025-12-30
2115,51,achat_credit,10417,moov,2026-04-14
2116,51,retrait,6147,moov,2026-05-14
2117,51,transfert,18674,moov,2025-12-05
2118,51,achat_credit,47311,moov,2026-02-06
2119,51,transfert,12276,moov,2026-04-09
2120,51,retrait,42920,moov,2026-04-15
2121,51,depot,50327,moov,2026-02-19
2122,51,retrait,4462,moov,2026-04-12
2123,51,paiement_facture,24646,moov,2026-03-06
2124,51,depot,36436,moov,2026-03-17
2125,51,achat_credit,20753,moov,2026-05-17
2126,51,retrait,42541,moov,2026-05-15
2127,51,achat_credit,5354,moov,2026-02-08
2128,51,retrait,41870,moov,2025-12-21
2129,51,paiement_facture,8250,moov,2026-04-13
2130,51,depot,7819,moov,2026-03-27
2131,51,achat_credit,55169,moov,2026-04-25
2132,51,transfert,49088,moov,2026-02-06
2133,51,transfert,10102,moov,2026-01-31
2134,51,achat_credit,2881,moov,2025-12-11
2135,51,paiement_facture,51432,moov,2026-01-23
2136,51,transfert,20283,moov,2026-04-21
2137,51,depot,54531,moov,2026-02-19
2138,51,transfert,29462,moov,2026-01-21
2139,51,transfert,9639,moov,2026-04-03
2140,51,retrait,46349,moov,2026-04-20
2141,51,depot,38450,moov,2026-03-27
2142,51,transfert,18091,moov,2026-02-09
2143,51,paiement_facture,16334,moov,2026-04-27
2144,51,paiement_facture,42276,moov,2026-04-06
2145,51,achat_credit,41219,moov,2026-02-28
2146,51,transfert,34754,moov,2025-12-03
2147,51,paiement_facture,56191,moov,2025-12-27
2148,51,paiement_facture,20557,moov,2026-04-20
2149,51,depot,10687,moov,2025-12-05
2150,51,retrait,36974,moov,2026-02-14
2151,52,depot,2267,airtel,2026-05-20
2152,52,paiement_facture,2486,airtel,2026-03-24
2153,52,achat_credit,7241,airtel,2026-05-21
2154,52,transfert,2786,airtel,2026-02-24
2155,52,retrait,5851,airtel,2026-02-09
2156,52,transfert,7812,airtel,2026-01-27
2157,52,paiement_facture,1975,airtel,2026-01-31
2158,52,paiement_facture,9518,airtel,2025-12-07
2159,52,retrait,12163,airtel,2026-02-26
2160,52,achat_credit,4562,airtel,2026-03-19
2161,52,depot,5899,airtel,2026-01-03
2162,52,transfert,10535,airtel,2025-12-03
2163,52,paiement_facture,1341,airtel,2026-03-17
2164,52,transfert,8055,airtel,2026-02-03
2165,52,achat_credit,1706,airtel,2026-04-21
2166,52,paiement_facture,2004,airtel,2026-04-25
2167,52,paiement_facture,10733,airtel,2026-04-21
2168,52,depot,5666,airtel,2026-01-28
2169,52,transfert,2727,airtel,2026-01-14
2170,52,retrait,2252,airtel,2026-04-04
2171,52,paiement_facture,2913,airtel,2026-05-19
2172,52,retrait,7576,airtel,2026-01-09
2173,52,transfert,10578,airtel,2025-12-30
2174,52,paiement_facture,9886,airtel,2026-05-11
2175,52,transfert,3281,airtel,2026-01-05
2176,52,depot,4951,airtel,2026-04-11
2177,52,transfert,2530,airtel,2025-11-30
2178,52,retrait,10385,airtel,2026-03-27
2179,53,retrait,32703,gimac,2025-12-18
2180,53,achat_credit,6967,gimac,2026-03-13
2181,53,transfert,30353,gimac,2026-03-09
2182,53,achat_credit,64932,gimac,2026-02-05
2183,53,paiement_facture,12950,gimac,2026-03-02
2184,53,transfert,8748,gimac,2026-05-23
2185,53,transfert,24990,gimac,2025-12-03
2186,53,depot,69428,gimac,2025-12-22
2187,53,achat_credit,13237,gimac,2026-02-07
2188,53,retrait,56070,gimac,2026-04-12
2189,53,achat_credit,57561,gimac,2026-02-12
2190,53,retrait,44188,gimac,2026-02-12
2191,53,paiement_facture,8450,gimac,2026-02-23
2192,53,depot,64856,gimac,2026-04-18
2193,53,retrait,68403,gimac,2025-12-25
2194,53,paiement_facture,34032,gimac,2026-04-01
2195,53,depot,4349,gimac,2026-03-01
2196,53,depot,24960,gimac,2026-01-10
2197,53,retrait,44671,gimac,2025-12-14
2198,53,depot,33681,gimac,2025-12-05
2199,53,achat_credit,54583,gimac,2026-01-05
2200,53,paiement_facture,8441,gimac,2026-04-14
2201,53,depot,68756,gimac,2026-03-15
2202,53,paiement_facture,61105,gimac,2026-02-15
2203,53,achat_credit,46623,gimac,2026-04-25
2204,53,achat_credit,15169,gimac,2025-12-25
2205,53,depot,19023,gimac,2026-03-10
2206,53,transfert,72058,gimac,2026-05-01
2207,53,retrait,62965,gimac,2025-12-21
2208,53,achat_credit,37541,gimac,2025-12-04
2209,53,depot,7498,gimac,2026-02-05
2210,53,paiement_facture,61404,gimac,2026-03-13
2211,53,paiement_facture,47540,gimac,2026-03-20
2212,53,paiement_facture,49373,gimac,2026-02-05
2213,53,depot,9312,gimac,2026-02-21
2214,53,achat_credit,20266,gimac,2026-01-19
2215,53,paiement_facture,44166,gimac,2026-03-28
2216,53,achat_credit,72037,gimac,2026-04-27
2217,53,transfert,45233,gimac,2025-12-31
2218,53,achat_credit,45232,gimac,2026-02-16
2219,53,transfert,44891,gimac,2026-05-13
2220,53,transfert,69071,gimac,2025-12-10
2221,53,retrait,11671,gimac,2026-04-29
2222,53,transfert,43414,gimac,2026-02-20
2223,53,depot,59548,gimac,2026-02-05
2224,53,achat_credit,48008,gimac,2026-02-24
2225,53,transfert,42949,gimac,2026-01-26
2226,53,achat_credit,68119,gimac,2026-05-14
2227,53,retrait,65915,gimac,2025-12-03
2228,54,paiement_facture,1799,gimac,2026-04-07
2229,54,achat_credit,8084,gimac,2026-04-28
2230,54,paiement_facture,18322,gimac,2026-05-16
2231,54,paiement_facture,20415,gimac,2026-02-21
2232,54,retrait,24053,gimac,2026-02-22
2233,54,depot,11687,gimac,2026-03-14
2234,54,paiement_facture,11973,gimac,2026-03-01
2235,54,transfert,6141,gimac,2026-04-12
2236,54,achat_credit,8778,gimac,2025-12-09
2237,54,retrait,19539,gimac,2026-02-23
2238,54,paiement_facture,21313,gimac,2026-01-16
2239,54,retrait,15681,gimac,2026-02-22
2240,54,depot,20657,gimac,2026-03-03
2241,54,paiement_facture,16222,gimac,2026-04-30
2242,54,retrait,12887,gimac,2025-12-15
2243,54,achat_credit,5971,gimac,2026-02-15
2244,54,achat_credit,9132,gimac,2026-02-23
2245,54,retrait,18925,gimac,2026-02-20
2246,54,retrait,1606,gimac,2026-03-02
2247,54,transfert,8512,gimac,2025-12-26
2248,54,paiement_facture,16289,gimac,2025-11-25
2249,54,achat_credit,13850,gimac,2025-12-31
2250,54,retrait,17539,gimac,2025-12-16
2251,54,transfert,3355,gimac,2026-04-30
2252,54,paiement_facture,10718,gimac,2025-12-05
2253,54,transfert,18013,gimac,2026-04-16
2254,54,achat_credit,10533,gimac,2026-02-22
2255,54,paiement_facture,21040,gimac,2026-04-27
2256,54,depot,14596,gimac,2025-12-17
2257,54,achat_credit,24660,gimac,2026-03-02
2258,54,retrait,6997,gimac,2026-05-13
2259,54,depot,24501,gimac,2025-12-04
2260,54,retrait,6495,gimac,2026-01-17
2261,54,achat_credit,21746,gimac,2026-03-22
2262,54,retrait,20255,gimac,2025-12-09
2263,54,depot,8190,gimac,2026-05-20
2264,54,achat_credit,12561,gimac,2025-12-18
2265,54,transfert,14273,gimac,2026-02-06
2266,54,transfert,10898,gimac,2026-04-04
2267,54,transfert,10600,gimac,2025-12-26
2268,54,paiement_facture,18738,gimac,2026-02-13
2269,54,paiement_facture,11343,gimac,2026-03-17
2270,54,paiement_facture,8737,gimac,2026-03-24
2271,54,retrait,23690,gimac,2026-05-04
2272,54,retrait,21390,gimac,2026-03-02
2273,54,depot,14804,gimac,2026-01-06
2274,54,transfert,17837,gimac,2026-01-14
2275,54,transfert,3690,gimac,2026-03-04
2276,54,transfert,18112,gimac,2026-03-26
2277,54,transfert,12139,gimac,2026-03-27
2278,54,achat_credit,12021,gimac,2026-05-10
2279,54,depot,15087,gimac,2026-01-16
2280,54,achat_credit,1752,gimac,2026-04-10
2281,54,paiement_facture,16475,gimac,2025-12-31
2282,54,retrait,21569,gimac,2026-01-21
2283,54,depot,17219,gimac,2026-05-07
2284,54,depot,14588,gimac,2026-03-14
2285,54,retrait,12738,gimac,2025-12-21
2286,54,achat_credit,6277,gimac,2026-02-11
2287,54,paiement_facture,13853,gimac,2026-03-05
2288,54,transfert,6684,gimac,2026-02-28
2289,54,transfert,4614,gimac,2026-02-08
2290,54,depot,14989,gimac,2025-11-30
2291,54,paiement_facture,2475,gimac,2025-12-18
2292,54,depot,4038,gimac,2025-12-24
2293,54,achat_credit,2725,gimac,2025-12-17
2294,54,retrait,18404,gimac,2026-04-12
2295,54,retrait,19369,gimac,2025-12-21
2296,54,achat_credit,1924,gimac,2026-04-07
2297,55,achat_credit,5479,moov,2026-02-28
2298,55,achat_credit,29134,moov,2025-12-28
2299,55,achat_credit,16776,moov,2026-02-08
2300,55,retrait,34792,moov,2026-04-18
2301,55,retrait,14066,moov,2026-04-29
2302,55,achat_credit,36021,moov,2026-02-02
2303,55,achat_credit,9170,moov,2026-04-30
2304,55,depot,10797,moov,2026-04-02
2305,55,depot,19499,moov,2026-02-26
2306,55,transfert,12000,moov,2026-01-09
2307,55,depot,40001,moov,2026-05-08
2308,55,retrait,16461,moov,2025-11-30
2309,55,transfert,39289,moov,2026-05-23
2310,55,achat_credit,2215,moov,2026-05-20
2311,55,transfert,3104,moov,2026-03-06
2312,55,depot,16526,moov,2025-12-30
2313,55,transfert,9322,moov,2026-04-09
2314,55,retrait,9063,moov,2026-01-16
2315,55,retrait,5783,moov,2026-02-24
2316,55,retrait,16501,moov,2025-12-21
2317,55,retrait,29344,moov,2026-01-31
2318,55,achat_credit,7789,moov,2026-01-14
2319,55,transfert,26086,moov,2026-05-16
2320,55,paiement_facture,33243,moov,2026-04-23
2321,55,retrait,6201,moov,2026-03-10
2322,55,depot,22080,moov,2025-12-23
2323,55,retrait,9502,moov,2026-01-16
2324,55,achat_credit,37604,moov,2025-12-18
2325,55,achat_credit,23221,moov,2025-12-06
2326,55,transfert,38532,moov,2026-01-29
2327,55,paiement_facture,15116,moov,2026-05-07
2328,55,achat_credit,11292,moov,2026-04-17
2329,55,depot,32734,moov,2026-04-05
2330,55,achat_credit,4301,moov,2026-02-21
2331,55,transfert,29393,moov,2025-12-06
2332,55,depot,34811,moov,2026-04-28
2333,55,transfert,27351,moov,2025-12-05
2334,55,transfert,24269,moov,2025-12-30
2335,55,transfert,17274,moov,2026-01-10
2336,56,achat_credit,10671,moov,2026-03-12
2337,56,achat_credit,9888,moov,2026-04-03
2338,56,depot,13957,moov,2026-02-09
2339,56,depot,2187,moov,2026-01-18
2340,56,transfert,17565,moov,2026-03-02
2341,56,paiement_facture,10258,moov,2026-02-13
2342,56,transfert,21504,moov,2025-11-29
2343,56,depot,6887,moov,2026-05-13
2344,56,transfert,27032,moov,2026-03-06
2345,56,paiement_facture,6466,moov,2026-01-05
2346,56,depot,16794,moov,2026-05-11
2347,56,paiement_facture,12519,moov,2026-03-07
2348,56,achat_credit,3006,moov,2026-01-06
2349,56,retrait,16499,moov,2026-01-13
2350,56,depot,12116,moov,2026-01-13
2351,56,retrait,4328,moov,2026-03-30
2352,56,depot,21890,moov,2026-03-28
2353,56,transfert,15677,moov,2026-04-01
2354,56,depot,19046,moov,2025-12-11
2355,56,depot,7401,moov,2026-02-15
2356,56,retrait,1641,moov,2026-03-10
2357,56,paiement_facture,24787,moov,2025-12-06
2358,56,retrait,29750,moov,2026-04-08
2359,56,achat_credit,27761,moov,2026-02-17
2360,56,transfert,5967,moov,2026-05-12
2361,56,paiement_facture,19297,moov,2026-03-21
2362,56,paiement_facture,20974,moov,2026-02-04
2363,56,paiement_facture,28410,moov,2026-04-01
2364,56,achat_credit,21257,moov,2026-02-08
2365,56,retrait,12297,moov,2026-02-07
2366,56,depot,8757,moov,2026-01-19
2367,57,achat_credit,21024,gimac,2025-11-27
2368,57,retrait,33574,gimac,2026-04-21
2369,57,depot,32384,gimac,2026-05-05
2370,57,achat_credit,44800,gimac,2026-04-13
2371,57,paiement_facture,11072,gimac,2026-05-06
2372,57,paiement_facture,46737,gimac,2026-04-11
2373,57,achat_credit,36017,gimac,2025-11-30
2374,57,paiement_facture,27629,gimac,2026-03-12
2375,57,depot,14738,gimac,2025-12-29
2376,57,retrait,41077,gimac,2026-02-11
2377,57,achat_credit,28497,gimac,2026-05-01
2378,57,depot,8433,gimac,2026-04-02
2379,57,depot,24934,gimac,2026-01-23
2380,57,achat_credit,4253,gimac,2026-03-26
2381,57,depot,6392,gimac,2026-04-06
2382,57,paiement_facture,22923,gimac,2026-03-23
2383,57,achat_credit,37111,gimac,2026-01-31
2384,57,transfert,38555,gimac,2025-12-22
2385,57,paiement_facture,38528,gimac,2026-04-05
2386,57,retrait,29156,gimac,2026-05-12
2387,57,paiement_facture,42795,gimac,2026-02-25
2388,57,retrait,18896,gimac,2026-04-09
2389,57,achat_credit,5116,gimac,2025-12-10
2390,57,transfert,46892,gimac,2026-04-14
2391,57,retrait,13037,gimac,2026-05-07
2392,57,achat_credit,33342,gimac,2026-02-27
2393,57,depot,43351,gimac,2026-05-17
2394,57,paiement_facture,30698,gimac,2026-03-22
2395,57,transfert,10027,gimac,2026-01-01
2396,57,depot,5130,gimac,2026-03-03
2397,57,depot,26775,gimac,2026-02-08
2398,57,paiement_facture,36273,gimac,2025-12-16
2399,57,depot,4272,gimac,2026-02-18
2400,57,achat_credit,13432,gimac,2025-11-29
2401,57,achat_credit,28871,gimac,2026-05-23
2402,57,retrait,8082,gimac,2025-12-29
2403,57,transfert,4120,gimac,2025-12-14
2404,57,achat_credit,3398,gimac,2026-05-05
2405,57,paiement_facture,32722,gimac,2025-12-28
2406,57,achat_credit,31373,gimac,2025-11-29
2407,57,transfert,34509,gimac,2026-03-24
2408,57,achat_credit,18663,gimac,2026-03-20
2409,57,retrait,45607,gimac,2026-01-21
2410,57,paiement_facture,27639,gimac,2026-01-27
2411,57,retrait,9244,gimac,2026-03-27
2412,57,retrait,49347,gimac,2026-02-13
2413,57,achat_credit,37189,gimac,2026-02-18
2414,57,achat_credit,9224,gimac,2026-03-08
2415,57,transfert,35813,gimac,2026-02-07
2416,57,retrait,48801,gimac,2026-03-26
2417,57,achat_credit,19028,gimac,2025-12-14
2418,57,achat_credit,43927,gimac,2026-02-05
2419,57,achat_credit,23296,gimac,2026-01-28
2420,57,paiement_facture,19527,gimac,2026-01-25
2421,57,transfert,21184,gimac,2025-12-04
2422,57,retrait,14011,gimac,2026-04-01
2423,57,transfert,11599,gimac,2025-12-29
2424,58,achat_credit,19650,airtel,2026-01-25
2425,58,retrait,22783,airtel,2026-02-17
2426,58,depot,6343,airtel,2026-02-12
2427,58,paiement_facture,23053,airtel,2026-01-05
2428,58,retrait,15200,airtel,2025-12-15
2429,58,retrait,12765,airtel,2026-03-29
2430,58,transfert,14289,airtel,2025-12-06
2431,58,achat_credit,7618,airtel,2026-02-02
2432,58,achat_credit,24418,airtel,2026-05-17
2433,58,paiement_facture,23535,airtel,2025-12-29
2434,58,retrait,20146,airtel,2025-11-30
2435,58,retrait,14865,airtel,2025-12-10
2436,58,achat_credit,15172,airtel,2026-04-15
2437,58,retrait,30111,airtel,2026-03-22
2438,58,transfert,12063,airtel,2026-01-19
2439,58,depot,25770,airtel,2026-01-08
2440,58,depot,4895,airtel,2025-12-01
2441,58,depot,2423,airtel,2026-05-02
2442,58,paiement_facture,29606,airtel,2026-02-28
2443,58,retrait,8360,airtel,2026-02-21
2444,58,depot,11780,airtel,2026-03-30
2445,58,paiement_facture,22104,airtel,2026-02-20
2446,58,achat_credit,31304,airtel,2025-12-25
2447,58,retrait,12796,airtel,2026-01-22
2448,58,transfert,11639,airtel,2026-03-10
2449,58,retrait,31183,airtel,2026-04-13
2450,58,transfert,15300,airtel,2026-04-12
2451,58,transfert,15120,airtel,2025-12-16
2452,58,paiement_facture,22282,airtel,2026-01-02
2453,58,retrait,29455,airtel,2025-11-28
2454,58,retrait,23433,airtel,2026-04-24
2455,58,depot,4896,airtel,2026-01-30
2456,58,achat_credit,30510,airtel,2026-04-19
2457,58,depot,17318,airtel,2026-02-15
2458,58,paiement_facture,24226,airtel,2025-12-24
2459,58,retrait,20850,airtel,2026-01-31
2460,58,achat_credit,30959,airtel,2026-01-29
2461,58,paiement_facture,20258,airtel,2025-12-03
2462,58,depot,30714,airtel,2026-05-02
2463,58,paiement_facture,6134,airtel,2026-04-08
2464,58,retrait,14594,airtel,2025-12-01
2465,58,retrait,34194,airtel,2026-04-25
2466,58,depot,12210,airtel,2025-12-12
2467,58,achat_credit,21436,airtel,2026-02-22
2468,58,transfert,22059,airtel,2026-05-19
2469,58,paiement_facture,34155,airtel,2026-02-06
2470,58,paiement_facture,8001,airtel,2026-03-20
2471,58,depot,31296,airtel,2026-01-10
2472,58,retrait,12140,airtel,2026-01-18
2473,58,paiement_facture,22960,airtel,2026-05-10
2474,58,achat_credit,16404,airtel,2026-03-17
2475,58,achat_credit,3044,airtel,2026-02-26
2476,58,transfert,4345,airtel,2025-12-06
2477,58,transfert,5994,airtel,2026-05-15
2478,59,achat_credit,3927,gimac,2025-12-28
2479,59,achat_credit,52324,gimac,2026-04-02
2480,59,paiement_facture,4844,gimac,2026-02-13
2481,59,paiement_facture,23384,gimac,2025-11-26
